"title","location","date"
"Memorandum of Conversation, by the Adviser to the United States Delegation at the Geneva Conference (McBride)1","Geneva",1954-05-02
"Memorandum of Conversation, by the Adviser to the United States Delegation (McBride)1","Geneva",1954-05-02
"Memorandum by the Special Assistant to the President for National Security Affairs (Cutler)1","Washington",1954-05-03
"Sixth Plenary Session on Korea, Geneva, May 3, 3:05 p.m.: The United States Delegation to the Department of State1","Geneva",1954-05-04
"The United States Delegation to the Department of State","Geneva",1954-05-05
"Memorandum of Conversation, by the Adviser to the United States Delegation (Bonsal)","Geneva",1954-05-06
"The Ambassador in Ceylon (Crowe) to the Department of State","Colombo",1954-05-06
"Memorandum of Discussion at the 195th Meeting of the National Security Council, Thursday, May 6, 1954, 10 a.m.1","Washington",1954-05-06
"Radio and Television Address to the Nation by the Secretary of State, Delivered in Washington, May 7, 1954, 9:30 p.m.1","Washington",1954-05-07
"The United States Delegation to the Department of State","Geneva",1954-05-09
"The Head of the United States Delegation (Smith) to the British Secretary of State for Foreign Affairs (Eden)1","Geneva",1954-05-10
"The United States Delegation to the Department of State1","Geneva",1954-05-11
"Third Plenary Session on Indochina, Geneva, May 12, 3:05 p.m.: The United States Delegation to the Department of State1","Geneva",1954-05-12
"No. 270The Secretary of State to the Embassy in Indonesia","Washington",1954-05-12
"The Secretary of State to the Embassy in India1","Washington",1954-05-15
"Paper Prepared in the Bureau of Economic Affairs1","Washington",1954-05-17
"The United States Delegation to the Department of State","Geneva",1954-05-17
"The Ambassador in France (Dillon) to the Department of State","Paris",1954-05-17
"Memorandum by Robert Cutler, Special Assistant to the President for National Security Affairs1","Washington",1954-05-19
"Smith–Molotov Meeting, Geneva, May 22, Evening: The United States Delegation to the Department of State1","Geneva",1954-05-23
"The Secretary of State to the United States Delegation1","Washington",1954-05-27
"Memorandum by Louis J. Halle, Jr. of the Policy Planning Staff to the Director of the Policy Planning Staff (Bowie)1","Washington",1954-05-28
"Memorandum of Conversation, by Francis G. Jarvis of the Office of Philippine and Southeast Asian Affairs","Washington",1954-05-28
"The United States Delegation to the Department of State","Geneva",1954-05-28
"The Secretary of State to the United States Delegation1","Washington",1954-05-28
"The Acting Secretary of State to the United States Delegation1","Washington",1954-05-29
"Memorandum of Conversation, by the Adviser to the United States Delegation (Young)","Geneva",1954-06-01
"The Acting Secretary of State to the United States Delegation1","Washington",1954-06-01
"Fifth Plenary Session on Indochina, Geneva, June 8, 3:03 p.m.: The United States Delegation to the Department of State","Geneva",1954-06-08
"The Secretary of State to the United States Delegation1","Washington",1954-06-08
"Sixth Plenary Session on Indochina, Geneva, June 9, 3:05 p.m.: The United States Delegation to the Department of State1","Geneva",1954-06-09
"Sixth Plenary Session on Indochina, Geneva, June 9, 3:05 p.m.: The United States Delegation to the Department of State","Geneva",1954-06-09
"Seventh Plenary Session on Indochina, Geneva, June 10, 3:03 p.m.: The United States Delegation to the Department of State","Geneva",1954-06-10
"Report of the Five-Power Military Conference of June 3–11, 19541","Washington",1954-06-11
"No. 271The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-06-11
"No. 272The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-06-15
"No. 273The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-06-15
"The United States Delegation to the Department of State","Geneva",1954-06-15
"No. 428Memorandum on the Substance of Discussions at a Department of State-Joint Chiefs of Staff Meeting1","Washington",1954-06-16
"Fourteenth Restricted Session on Indochina, Geneva, June 16, 3 p.m.: The United States Delegation to the Department of State1","Geneva",1954-06-17
"Fourteenth Restricted Session on Indochina, Geneva, June 16, 3 p.m.: The United States Delegation to the Department of State","Geneva",1954-06-17
"The Secretary of State to the United States Delegation1","Washington",1954-06-17
"The United States Delegation to the Department of State","Geneva",1954-06-19
"No. 459The Ambassador in the United Kingdom (Aldrich) to the Department of State","London",1954-06-21
"Seventeenth Restricted Session on Indochina, Geneva, June 22, 3 p.m.: The United States Delegation to the Department of State1","Geneva",1954-06-22
"Memorandum by the Special Assistant to the President for National Security Affairs (Cutler)1","Washington",1954-06-23
"The Secretary of State to Certain Diplomatic Offices1","Washington",1954-06-25
"Memorandum of Conversation, by the Director of the Office of British Commonwealth and Northern European Affairs (Raynor)1","Washington",1954-06-29
"The United States Delegation to the Department of State","Geneva",1954-06-29
"Nineteenth Restricted Session on Indochina, Geneva, June 29, 1954, 3 p.m.: The United States Delegation to the Department of State","Geneva",1954-06-29
"United States Minutes of Informal ANZUS Meeting","Washington",1954-06-30
"Johnson–Kuznetsov Meeting, Geneva, July 1, Afternoon: The United States Delegation to the Department of State","Geneva",1954-07-01
"No. 274The Secretary of State to the Embassy in Indonesia","Washington",1954-07-02
"No. 275The Secretary of State to the Embassy in Indonesia","Washington",1954-07-03
"No. 276The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-07-05
"Working Paper Prepared for the United States-United Kingdom Joint Study Group by the Minister at the British Embassy (Scott)1","Washington",1954-07-07
"No. 775The Ambassador in Japan (Allison) to Vice President Nixon1","Tokyo",1954-07-08
"Memorandum of Conversation, by the Officer in Charge of Thai and Malayan Affairs (Landon)","Washington",1954-07-09
"Paper Prepared by the Planning Board of the National Security Council1","Washington",1954-07-09
"No. 277The Secretary of State to the Embassy in Indonesia","Washington",1954-07-09
"No. 278Memorandum by the Executive Officer of the Operations Coordinating Board (Staats) to the Executive Secretary of the National Security Council (Lay)","Washington",1954-07-12
"No. 279The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-07-12
"No. 280The Acting Secretary of State to the Embassy in Indonesia","Washington",1954-07-13
"No. 281The Acting Secretary of State to the Embassy in Indonesia","Washington",1954-07-13
"Johnson–Kimny Meeting, Geneva, July 15, Morning: The United States Delegation to the Department of State1","Geneva",1954-07-15
"Memorandum of Conversation, by the Director of the Office of British Commonwealth and Northern European Affairs (Raynor)","Washington",1954-07-16
"The Embassy of New Zealand to the Department of State1","Washington",1954-07-16
"No. 282The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-07-16
"United States Minutes of the Fifth Meeting of the Joint United States–United Kingdom Study Group1","Washington",1954-07-16
"Report of the Joint United States–United Kingdom Study Group on Southeast Asia","Washington",1954-07-17
"No. 283The Secretary of State to the Embassy in Indonesia","Washington",1954-07-17
"The Secretary of State to the United States Delegation","Washington",1954-07-17
"No. 284The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-07-19
"The Under Secretary of State (Smith) to the Department of State","Geneva",1954-07-19
"The United States Delegation to the Department of State","Geneva",1954-07-19
"Memorandum of Conversation, by the Officer in Charge of Thai and Malayan Affairs (Landon)","Washington",1954-07-20
"The Ambassador in the Netherlands (Matthews) to the Department of State","The Hague",1954-07-21
"Record of Anglo-American Discussions on the Continental Shelf and Fishery Problems1","London",1954-07-22
"Memorandum by the Regional Planning Adviser in the Bureau of Far Eastern Affairs (Ogburn) to the Acting Assistant Secretary of State for Far Eastern Affairs (Drumright)","Washington",1954-07-23
"The Ambassador in Indonesia (Cumming) to the Department of State1","Djakarta",1954-07-23
"Memorandum on the Substance of Discussions at a Department of State–Joint Chiefs of Staff Meeting1","Washington",1954-07-23
"Minutes of a Meeting on Southeast Asia1","Washington",1954-07-24
"No. 285The Secretary of State to the Embassy in Indonesia","Washington",1954-07-24
"The Secretary of State to the Embassy in Pakistan1","Washington",1954-07-24
"Memorandum of Conversation, by the Director of the Office of Chinese Affairs (McConaughy)","Washington",1954-07-26
"No. 286The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-07-28
"No. 287The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-07-28
"The Ambassador in Indonesia (Cumming) to the Department of State1","Djakarta",1954-07-28
"The Ambassador in Ceylon (Crowe) to the Department of State1","Colombo",1954-07-29
"Memorandum of Conversation, by the Director of the Executive Secretariat (Scott)","Washington",1954-07-30
"The Secretary of State to the Embassy in France","Washington",1954-07-30
"No. 246The Secretary of State to the Embassy in France1","Washington",1954-07-30
"No. 288The Secretary of State to the Embassy in Indonesia","Washington",1954-08-03
"Note to the National Security Council by the Executive Secretary (Lay)","Washington",1954-08-04
"The Ambassador in Pakistan (Hildreth) to the Department of State1","Karachi",1954-08-04
"No. 289The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-08-05
"Minutes of Meeting Held in the Department of State1","Washington",1954-08-05
"Memorandum by the Joint Chiefs of Staff to the Secretary of Defense (Wilson)1","Washington",1954-08-11
"Memorandum by the Economic Coordinator in the Bureau of Far Eastern Affairs (Baldwin) to the Assistant Secretary of State for Far Eastern Affairs (Robertson)","Washington",1954-08-13
"No. 290The Under Secretary of State (Smith) to the Secretary of Defense (Wilson)","Washington",1954-08-17
"Report to the National Security Council1","Washington",1954-08-18
"Report to the National Security Council1","Washington",1954-08-18
"No. 256Memorandum of Discussion at the 211th Meeting of the National Security Council, Washington, August 18, 19541","Washington",1954-08-18
"No. 291The Ambassador in Indonesia (Cumming) to the Department of State1","Djakarta",1954-08-18
"The Chargé in the Republic of China (Cochran) to the Department of State","Taipei",1954-08-19
"The Chargé in the Republic of China (Cochran) to the Department of State","Taipei",1954-08-19
"Note to the National Security Council by the Executive Secretary (Lay)","Washington",1954-08-20
"No. 795The Ambassador in Japan (Allison) to the Department of State","Tokyo",1954-08-24
"The Acting Secretary of State to the Mission at the United Nations 1","Washington",1954-08-27
"Memorandum by the Economic Coordinator of the Bureau of Far Eastern Affairs (Baldwin) to the Director of the Policy Planning Staff (Bowie)1","Washington",1954-08-30
"No. 292Memorandum of Conversation, by the Officer in Charge of Indonesian and Pacific Island Affairs (Galbraith)","Washington",1954-09-03
"Memorandum of Conversation, by the Counselor of the Department of State (MacArthur)","Manila",1954-09-05
"No. 284The President to the Acting Secretary of State1","Denver",1954-09-08
"Position Paper Prepared in the Department of State for the United States Delegation to the Ninth Regular Session of the General Assembly","Washington",1954-09-09
"Memorandum by Edward P. Noziglia of the Office of Dependent Area Affairs to the Deputy Director of That Office (Robbins)","Washington",1954-09-09
"No. 801Memorandum of Discussion at the 214th Meeting of the National Security Council, Denver, September 12, 19541","Denver",1954-09-12
"Position Paper Prepared in the Department of State for the united States Delegation to the Ninth Regular Session of the General Assembly","Washington",1954-09-14
"The Ambassador in Ceylon (Crowe) to the Department of State","Colombo",1954-09-15
"No. 293The Secretary of Defense (Wilson) to the Secretary of State","Washington",1954-09-17
"Memorandum by the United Nations Adviser, Bureau of Far Eastern Affairs (Bacon), to the Assistant Secretary of State for Far Eastern Affairs (Robertson)","Washington",1954-09-21
"No. 294Paper Prepared for the Operations Coordinating Board1","Washington",1954-09-21
"Memorandum by the United Nations Adviser, Bureau of Far Eastern Affairs (Bacon), to the Deputy Assistant Secretary of State for Far Eastern Affairs (Drumright)","Washington",1954-09-22
"Memorandum of Conversation, by Jack K. McFall, Adviser on European Affairs to the United States Delegation to the United Nations General Assembly","New York",1954-09-23
"Memorandum by the Director of Foreign Operations (Stassen) to the Special Assistant to the Secretary of State for Mutual Security Affairs (Nolting) 1","Washington",1954-10-01
"No. 295The Chargé in Indonesia (Steeves) to the Department of State","Djakarta",1954-10-02
"The Ambassador in Ceylon (Crowe) to the Department of State","Colombo",1954-10-04
"Memorandum by Elizabeth Brown of the Office of United Nations Political and Security Affairs","Washington",1954-10-06
"Memorandum by the Director of the Foreign Operations Administration (Stassen) to the Secretary of State1","Washington",1954-10-11
"United States Minutes of ANZUS Meeting","Washington",1954-10-11
"No. 296The Acting Secretary of State to the Embassy in Indonesia","Washington",1954-10-13
"No. 297The Chargé in Indonesia (Steeves) to the Department of State1","Djakarta",1954-10-25
"No. 820Memorandum by the Executive Officer of the Operations Coordinating Board (Staats) to the Executive Secretary of the National Security Council (Lay)","Washington",1954-10-28
"No. 365Report by the Secretary of State to the National Security Council1","Washington",1954-10-28
"No. 298Memorandum of Conversation, by the Director of the Office of Western European Affairs (Jones)","Washington",1954-11-10
"The Chargé in Ceylon (Espy) to the Department of State","Colombo",1954-11-12
"The United States Representative at the United Nations (Lodge) to the Department of State","New York",1954-11-16
"Note to the National Security Council by the Executive Secretary (Lay)","Washington",1954-11-19
"No. 299Memorandum by the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Under Secretary of State (Hoover)1","Washington",1954-11-19
"No. 404National Intelligence Estimate1","Washington",1954-11-23
"Memorandum by the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Secretary of State1","Washington",1954-11-30
"No. 300The United States Representative at the United Nations (Lodge) to the Department of State","New York",1954-11-30
"No. 419Memorandum of Discussion at the 226th Meeting of the National Security Council, Washington, December 1, 19541","Washington",1954-12-01
"Memorandum by the Assistant Secretary of State for Near Eastern, South Asian, and African Affairs (Byroade) to the Secretary of State","Washington",1954-12-02
"No. 301The Secretary of State to the United States Mission at the United Nations","Washington",1954-12-02
"Memorandum Found in Department of State Files","Washington",1954-12-06
"The United States Representative at the United Nations (Lodge) to the Department of State","New York",1954-12-06
"No. 302Memorandum by the Assistant Secretaries of State for Far Eastern Affairs (Robertson) and Economic Affairs (Waugh) to the Secretary of State","Washington",1954-12-07
"United States Minutes of a United States-United Kingdom Meeting1","Washington",1954-12-07
"No. 934The Ambassador in Peru (Tittmann) to the Under Secretary of State (Hoover)","Lima",1954-12-08
"No. 303Memorandum by the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Assistant Secretary of State for International Organization Affairs (Key)","Washington",1954-12-10
"Note to the National Security Council by the Acting Executive Secretary (Gleason)","Washington",1954-12-10
"No. 304The Secretary of State to the Embassy in Indonesia","Washington",1954-12-10
"No. 438The United States Representative at the United Nations (Lodge) to the President1","New York",1954-12-11
"The Secretary of State to Certain Diplomatic Missions","Washington",1954-12-11
"No. 305The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-12-16
"No. 449The United States Representative at the United Nations (Lodge) to the Department of State","New York",1954-12-17
"Note to the National Security Council by the Executive Secretary (Lay)","Washington",1954-12-22
"No. 306The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-12-22
"No. 307The Ambassador in Indonesia (Cumming) to the Department of State","Djakarta",1954-12-24
"Draft Position Paper Prepared in the Department of State1","Washington",1954-12-30
"The Secretary of State to Certain Diplomatic and Consular Offices1","Washington",1954-12-31
"466. Memorandum From the Deputy Under Secretary of State for Political Affairs (Murphy) to the Secretary of State2","Washington",1955-01-05
"2. Telegram From the Embassy in Japan to the Department of State1","Tokyo",1955-01-06
"185. Memorandum on the Substance of Discussions at a Department of State–Joint Chiefs of Staff Meeting, Washington, January 14, 1955, 11:30 a.m.2","Washington",1955-01-14
"79. Telegram From the Embassy in Indonesia to the Department of State2","Djakarta",1955-01-19
"80. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-01-19
"8. Telegram From the Department of State to the Embassy in Israel1","Washington",1955-01-19
"23. Memorandum of Discussion at the 232d Meeting of the National Security Council, Washington, January 20, 19551","Washington",1955-01-20
"82. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-01-20
"83. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-01-20
"7. National Security Council Report1","Washington",1955-01-24
"84. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Under Secretary of State (Hoover)1","Washington",1955-01-25
"9. Memorandum of a Conversation, Department of State, Washington, January 28, 19551","Washington",1955-01-28
"71. Letter From the President to the Supreme Allied Commander, Europe (Gruenther)1","Washington",1955-02-01
"1. Memorandum of a Conversation, Department of State, Washington, February 1, 19551","Washington",1955-02-01
"86. Telegram From the Ambassador in the Soviet Union (Bohlen) to the Department of State1","Moscow",1955-02-05
"85. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-02-08
"104. Letter From President Eisenhower to Prime Minister Churchill1","Washington",1955-02-10
"2. Report of the NSC 1290–d Working Group1","Washington",1955-02-16
"86. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-02-21
"18. Telegram From the Delegation at the SEATO Council Meeting to the Department of State1","Bangkok",1955-02-23
"87. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-02-25
"88. National Intelligence Estimate1","Washington",1955-03-01
"50. Telegram From the Secretary of State to the Department of State1","Manila",1955-03-01
"89. Memorandum of a Meeting of the OCB Working Group on NSC 171/1, OCB Conference Room, Washington, March 8, 1955, 10 a.m.1","Washington",1955-03-08
"24. Draft Report by the Acting Chairman of the Delegation to the Ninth Session of the General Agreement on Tariffs and Trade (Brown)1","Washington",1955-03-09
"13. Memorandum of Discussion at the 240th Meeting of the National Security Council, Washington, March 10, 19551","Washington",1955-03-10
"33. Memorandum of a Conversation, White House, Washington, March 14, 19551","Washington",1955-03-14
"154. Memorandum of a Conversation, Washington, March 14, 1955, 3:05 p.m.1","Washington",1955-03-14
"90. Memorandum of a Conversation, Department of State, Washington, March 15, 19551","Washington",1955-03-15
"34. Memorandum of a Conversation, Department of State, Washington, March 15, 1955, 3:05 p.m.1","Washington",1955-03-15
"36. Memorandum of a Conversation, Department of State, Washington, March 18, 19551","Washington",1955-03-18
"52. Telegram From the Department of State to the Embassy in Egypt1","Washington",1955-03-19
"29. Telegram From the Department of State to the Embassy in Turkey1","Washington",1955-03-26
"177. Letter From President Eisenhower to British Prime Minister Churchill1","Washington",1955-03-29
"178. Letter From President Eisenhower to Lewis W. Douglas1","Washington",1955-03-29
"91. Memorandum From the Assistant Secretary of State for European Affairs (Merchant) to the Deputy Under Secretary of State (Murphy)1","Washington",1955-04-05
"107. Memorandum of a Conversation Between the Director of the Office of Philippine and Southeast Asian Affairs (Young) and Senator Mike Mansfield, Department of State, Washington, April 8, 19551","Washington",1955-04-08
"92. Memorandum From the Officer in Charge of Indonesian and Pacific Island Affairs (Haring) to the Director of the Office of Philippine and Southeast Asian Affairs (Young)1","Washington",1955-04-11
"93. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-04-13
"209. Telegram From the Ambassador in Indonesia (Cumming) to the Department of State1","Jakarta",1955-04-21
"216. Telegram From the Ambassador in Indonesia (Cumming) to the Department of State1","Jakarta",1955-04-23
"227. Telegram From the Ambassador in Indonesia (Cumming) to the Department of State1","Jakarta",1955-04-27
"94. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-04-29
"234. Telegram From the Ambassador in India (Cooper) to the Department of State1","New Delhi",1955-05-01
"95. National Security Council Report1","Washington",1955-05-03
"96. Memorandum of a Conversation, Department of State, Washington, May 6, 19551","Washington",1955-05-06
"242. Memorandum of a Conversation, Department of State, Washington, May 6, 1955, 3:08 p.m.1","Washington",1955-05-06
"243. Memorandum of a Conversation, Department of State, Washington, May 6, 1955, 3:37 p.m.1","Washington",1955-05-06
"29. Memorandum of a Conversation Between the Adviser for Political and Security Affairs to the United States Mission at the United Nations (Armour) and the Guatemalan Representative at the United Nations (Arenales Catalan), New York, May 11, 19551","New York",1955-05-11
"52. Telegram From the Office of the Permanent Representative to the North Atlantic Council to the Department of State1","Paris",1955-05-11
"97. Memorandum of Discussion at the 248th Meeting of the National Security Council, Washington, May 12, 19551","Washington",1955-05-12
"98. Letter From the Ambassador in Indonesia (Cumming) to the Director of the Office of Philippine and Southeast Asian Affairs (Young)1","Djakarta",1955-05-20
"55. Telegram From the Embassy in India to the Department of State1","New Delhi",1955-05-24
"99. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-06-10
"268. Memorandum of a Conversation, Department of State, Washington, June 13, 19551","Washington",1955-06-13
"443. Letter From the Director of the Office of Philippine and Southeast Asian Affairs (Young) to the Consul General in Singapore (Berry)1","Washington",1955-06-17
"100. Memorandum of a Conversation Between Secretary of State Dulles and Foreign Minister Luns, Mark Hopkins Hotel, San Francisco, June 23, 19551","San Francisco",1955-06-23
"112. Position Paper Prepared for the Geneva Summit Conference, July 18–23, 19551","Washington",1955-07-01
"101. Memorandum From the Director of the Office of Philippine and Southeast Asian Affairs (Young) to the Assistant Secretary of State for Far Eastern Affairs (Robertson)1","Washington",1955-07-01
"102. Telegram From the Department of State to the Embassy in Indonesia1","Washington",1955-07-13
"229. Telegram From the Acting Secretary of State to the Embassy in Vietnam1","Washington",1955-07-15
"113. Telegram From the Embassy in Ceylon to the Department of State1","Colombo",1955-07-22
"103. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-07-24
"259. Memorandum of Discussion at the 256th Meeting of the National Security Council, Washington, July 28, 19551","Washington",1955-07-28
"8. Instruction From the Department of State to Certain Diplomatic Missions1","Washington",1955-08-11
"104. Telegram From the Embassy in the Netherlands to the Department of State1","The Hague",1955-08-12
"105. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-08-16
"106. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-08-16
"107. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-08-16
"108. Memorandum of a Conversation, Department of State, Washington, August 24, 19551","Washington",1955-08-24
"109. Memorandum of a Conversation, Department of State, Washington, August 29, 19551","Washington",1955-08-29
"6. Note From the Acting Executive Secretary of the National Security Council (Gleason) to Members of the Council1","Washington",1955-08-31
"190. Report Prepared by the National Security Council1","Washington",1955-08-31
"110. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-09-02
"111. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-09-13
"113. Memorandum of a Conversation, Department of State, Washington, September 14, 19551","Washington",1955-09-14
"12. Telegram From the Department of State to the Mission at the United Nations1","Washington",1955-09-16
"114. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Secretary of State1","Washington",1955-09-17
"115. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Under Secretary of State (Hoover)1","Washington",1955-09-20
"116. Telegram From the Department of State to the Embassy in Indonesia1","Washington",1955-09-23
"71. United States Minutes of the ANZUS Council Meeting, Department of State, Washington, September 24, 1955, 9:30 a.m.1","Washington",1955-09-24
"204. Memorandum From the Acting Deputy Assistant Secretary of State for Economic Affairs (Kalijarvi) to the Acting Secretary of State1","Washington",1955-09-27
"14. Telegram From the Mission at the United Nations to the Department of State1","New York",1955-09-30
"117. Memorandum of a Conversation, Department of State, Washington, October 3, 19551","Washington",1955-10-03
"261. Memorandum From the Director of the Office of Philippine and Southeast Asian Affairs (Young) to the Assistant Secretary of State for Far Eastern Affairs (Robertson)1","Washington",1955-10-05
"205. Brief of Staff Study on International Commodity Agreements Prepared by the Staff of the Council on Foreign Economic Policy1","Washington",1955-10-05
"72. Memorandum of a Conversation, Department of State, Washington, October 6, 19551","Washington",1955-10-06
"118. Memorandum of Discussion at the 260th Meeting of the National Security Council, Washington, October 6, 19551","Washington",1955-10-06
"66. Memorandum of Discussion at the 260th Meeting of the National Security Council, Washington, October 6, 1955, 10 a.m.1","Washington",1955-10-06
"119. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-10-07
"17. Telegram From the Mission at the United Nations to the Department of State1","New York",1955-10-11
"18. Telegram From the Department of State to the Mission at the United Nations1","Washington",1955-10-12
"19. Minutes of the Eighth Meeting of the Delegation to the Tenth Session of the General Assembly, Mission Headquarters, New York, October 13, 1955, 9:30 a.m.1","New York",1955-10-13
"90. Telegram From the Embassy in Italy to the Department of State1","Rome",1955-10-23
"120. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-10-27
"121. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Acting Secretary of State1","Washington",1955-11-07
"8. Memorandum of Discussion at the 266th Meeting of the National Security Council, Washington, November 15, 19551","Washington",1955-11-15
"166. Telegram From the Mission at the United Nations to the Department of State1","New York",1955-11-16
"122. Telegram From the Department of State to the Embassy in Indonesia1","Washington",1955-11-23
"74. Telegram From the Commander in Chief, Pacific (Stump), to the Chief of Naval Operations (Carney)1","Honolulu",1955-11-24
"123. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-11-30
"124. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-12-05
"53. Memorandum From the Deputy Assistant Secretary of State for Economic Affairs (Kalijarvi) to the Under Secretary of State (Hoover)1","Washington",1955-12-08
"54. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Under Secretary of State (Hoover)1","Washington",1955-12-08
"448. Staff Study Prepared by an Interdepartmental Committee for the Operations Coordinating Board1","Washington",1955-12-14
"138. Current Economic Developments1","Washington",1955-12-20
"126. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-12-20
"127. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-12-20
"128. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1955-12-21
"129. Memorandum of Discussion at the 271st Meeting of the National Security Council, Washington, December 22, 19551","Washington",1955-12-22
"132. Memorandum From the Counselor (MacArthur) to the Secretary of State2","Washington",1955-12-23
"130. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Secretary of State1","Washington",1955-12-28
"131. Telegram From the Department of State to the Embassy in the Netherlands1","Washington",1955-12-30
"132. Memorandum From the Director of the Office of Philippine and Southeast Asian Affairs (Young) to the Assistant Secretary of State for Far Eastern Affairs (Robertson)1","Washington",1956-01-03
"126. National Intelligence Estimate1","Washington",1956-01-05
"133. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-01-06
"22. Telegram From the Embassy in Burma to the Department of State1","Rangoon",1956-01-06
"134. Telegram From the Department of State to the Embassy in Indonesia1","Washington",1956-01-23
"80. Minutes of a United States–United Kingdom Foreign Ministers Meeting, Department of State, Washington, January 31, 1956, 10:30 a.m.–12:30 p.m.1","Washington",1956-01-31
"93. Memorandum of a Conversation, Department of State, Washington, January 31, 1956, 10:30 a.m.–12:30 p.m.1","Washington",1956-01-31
"81. Draft Memorandum by the Officer in Charge of Australia and New Zealand Affairs (Kavanaugh)1","Washington",1956-02-06
"22. Draft Report Prepared by Lincoln Bloomfield, Special Assistant to the Assistant Secretary of State for International Organization Affairs1","Washington",1956-02-09
"89. Memorandum of a Conversation With the President. White House, Washington, February 10, 19561","Washington",1956-02-10
"453. Memorandum of a Conversation, Department of State, Washington, February 14, 19561","Washington",1956-02-14
"137. Memorandum From the Director of the Office of Philippine and Southeast Asian Affairs (Young) to the Assistant Secretary of State for Far Eastern Affairs (Robertson)1","Washington",1956-02-17
"26. Telegram From the Embassy in Burma to the Department of State1","Rangoon",1956-02-18
"138. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-02-20
"139. Telegram From the Department of State to the Embassy in Indonesia1","Washington",1956-02-25
"140. Memorandum From the Secretary of State to the President1","Washington",1956-02-27
"487. Memorandum of a Conversation Between the Thai Ambassador (Pote Sarasin) and the Deputy Assistant Secretary of State for Far Eastern Affairs (Sebald), Department of State, Washington, March 6, 19561","Washington",1956-03-06
"88. Telegram From the Delegation at the SEATO Council Meeting to the Department of State1","Karachi",1956-03-07
"141. Telegram From the Department of State to the Embassy in India1","Washington",1956-03-09
"142. Telegram From the Department of State to the Embassy in Indonesia1","Washington",1956-03-10
"143. Telegram From the Secretary of State to the Department of State1","Bangkok",1956-03-13
"144. Telegram From the Embassy in Indonesia to the Department of State1","Djakarta",1956-03-14
"126. Telegram From the Department of State to the Embassy in China1","Washington",1956-03-15
"145. Memorandum of a Conversation, Department of State, Washington, March 16, 19561","Washington",1956-03-16
"158. Memorandum of a Conversation, Taipei, March 16, 1956, 4:30 p.m.1","Taipei",1956-03-16
"354. Telegram From the Department of State to the Embassy in Iran1","Washington",1956-03-16
"70. Memorandum of a Conversation, Tokyo, March 18, 19561","Tokyo",1956-03-18
"492. Telegram From the Embassy in Thailand to the Department of State1","Bangkok",1956-03-22
"100. Minutes of a Cabinet Meeting, White House, Washington, March 23, 1956, 9-11:40 a.m.1","Washington",1956-03-23
"147. Telegram From the Embassy in the Netherlands to the Department of State1","The Hague",1956-03-27
