"title","location","date","lat","long","region"
"No. 801Memorandum of Discussion at the 214th Meeting of the National Security Council, Denver, September 12, 19541","Denver","1954-09-12",39.7392364,-104.9848623,"North America"
"Position Paper Prepared in the Department of State for the united States Delegation to the Ninth Regular Session of the General Assembly","Washington","1954-09-14",38.8948932,-77.0365529,"North America"
"The Ambassador in Ceylon (Crowe) to the Department of State","Colombo","1954-09-15",6.9218124,79.8655608840961,"Asia and Pacific"
"No. 293The Secretary of Defense (Wilson) to the Secretary of State","Washington","1954-09-17",38.8948932,-77.0365529,"North America"
"Memorandum by the United Nations Adviser, Bureau of Far Eastern Affairs (Bacon), to the Assistant Secretary of State for Far Eastern Affairs (Robertson)","Washington","1954-09-21",38.8948932,-77.0365529,"North America"
"No. 294Paper Prepared for the Operations Coordinating Board1","Washington","1954-09-21",38.8948932,-77.0365529,"North America"
"Memorandum by the United Nations Adviser, Bureau of Far Eastern Affairs (Bacon), to the Deputy Assistant Secretary of State for Far Eastern Affairs (Drumright)","Washington","1954-09-22",38.8948932,-77.0365529,"North America"
"Memorandum of Conversation, by Jack K. McFall, Adviser on European Affairs to the United States Delegation to the United Nations General Assembly","New York","1954-09-23",40.7127281,-74.0060152,"North America"
"Memorandum by the Director of Foreign Operations (Stassen) to the Special Assistant to the Secretary of State for Mutual Security Affairs (Nolting) 1","Washington","1954-10-01",38.8948932,-77.0365529,"North America"
"No. 295The Chargé in Indonesia (Steeves) to the Department of State","Jakarta","1954-10-02",-6.1753942,106.827183,"Asia and Pacific"
"The Ambassador in Ceylon (Crowe) to the Department of State","Colombo","1954-10-04",6.9218124,79.8655608840961,"Asia and Pacific"
"Memorandum by Elizabeth Brown of the Office of United Nations Political and Security Affairs","Washington","1954-10-06",38.8948932,-77.0365529,"North America"
"Memorandum by the Director of the Foreign Operations Administration (Stassen) to the Secretary of State1","Washington","1954-10-11",38.8948932,-77.0365529,"North America"
"United States Minutes of ANZUS Meeting","Washington","1954-10-11",38.8948932,-77.0365529,"North America"
"No. 296The Acting Secretary of State to the Embassy in Indonesia","Washington","1954-10-13",38.8948932,-77.0365529,"North America"
"No. 297The Chargé in Indonesia (Steeves) to the Department of State1","Jakarta","1954-10-25",-6.1753942,106.827183,"Asia and Pacific"
"No. 820Memorandum by the Executive Officer of the Operations Coordinating Board (Staats) to the Executive Secretary of the National Security Council (Lay)","Washington","1954-10-28",38.8948932,-77.0365529,"North America"
"No. 365Report by the Secretary of State to the National Security Council1","Washington","1954-10-28",38.8948932,-77.0365529,"North America"
"No. 298Memorandum of Conversation, by the Director of the Office of Western European Affairs (Jones)","Washington","1954-11-10",38.8948932,-77.0365529,"North America"
"The Chargé in Ceylon (Espy) to the Department of State","Colombo","1954-11-12",6.9218124,79.8655608840961,"Asia and Pacific"
"The United States Representative at the United Nations (Lodge) to the Department of State","New York","1954-11-16",40.7127281,-74.0060152,"North America"
"Note to the National Security Council by the Executive Secretary (Lay)","Washington","1954-11-19",38.8948932,-77.0365529,"North America"
"No. 299Memorandum by the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Under Secretary of State (Hoover)1","Washington","1954-11-19",38.8948932,-77.0365529,"North America"
"No. 404National Intelligence Estimate1","Washington","1954-11-23",38.8948932,-77.0365529,"North America"
"Memorandum by the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Secretary of State1","Washington","1954-11-30",38.8948932,-77.0365529,"North America"
"No. 300The United States Representative at the United Nations (Lodge) to the Department of State","New York","1954-11-30",40.7127281,-74.0060152,"North America"
"No. 419Memorandum of Discussion at the 226th Meeting of the National Security Council, Washington, December 1, 19541","Washington","1954-12-01",38.8948932,-77.0365529,"North America"
"Memorandum by the Assistant Secretary of State for Near Eastern, South Asian, and African Affairs (Byroade) to the Secretary of State","Washington","1954-12-02",38.8948932,-77.0365529,"North America"
"No. 301The Secretary of State to the United States Mission at the United Nations","Washington","1954-12-02",38.8948932,-77.0365529,"North America"
"Memorandum Found in Department of State Files","Washington","1954-12-06",38.8948932,-77.0365529,"North America"
"The United States Representative at the United Nations (Lodge) to the Department of State","New York","1954-12-06",40.7127281,-74.0060152,"North America"
"No. 302Memorandum by the Assistant Secretaries of State for Far Eastern Affairs (Robertson) and Economic Affairs (Waugh) to the Secretary of State","Washington","1954-12-07",38.8948932,-77.0365529,"North America"
"United States Minutes of a United States-United Kingdom Meeting1","Washington","1954-12-07",38.8948932,-77.0365529,"North America"
"No. 934The Ambassador in Peru (Tittmann) to the Under Secretary of State (Hoover)","Lima","1954-12-08",-12.0621065,-77.0365256,"South America"
"No. 303Memorandum by the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Assistant Secretary of State for International Organization Affairs (Key)","Washington","1954-12-10",38.8948932,-77.0365529,"North America"
"Note to the National Security Council by the Acting Executive Secretary (Gleason)","Washington","1954-12-10",38.8948932,-77.0365529,"North America"
"No. 304The Secretary of State to the Embassy in Indonesia","Washington","1954-12-10",38.8948932,-77.0365529,"North America"
"No. 438The United States Representative at the United Nations (Lodge) to the President1","New York","1954-12-11",40.7127281,-74.0060152,"North America"
"The Secretary of State to Certain Diplomatic Missions","Washington","1954-12-11",38.8948932,-77.0365529,"North America"
"No. 305The Ambassador in Indonesia (Cumming) to the Department of State","Jakarta","1954-12-16",-6.1753942,106.827183,"Asia and Pacific"
"No. 449The United States Representative at the United Nations (Lodge) to the Department of State","New York","1954-12-17",40.7127281,-74.0060152,"North America"
"Note to the National Security Council by the Executive Secretary (Lay)","Washington","1954-12-22",38.8948932,-77.0365529,"North America"
"No. 306The Ambassador in Indonesia (Cumming) to the Department of State","Jakarta","1954-12-22",-6.1753942,106.827183,"Asia and Pacific"
"No. 307The Ambassador in Indonesia (Cumming) to the Department of State","Jakarta","1954-12-24",-6.1753942,106.827183,"Asia and Pacific"
"Draft Position Paper Prepared in the Department of State1","Washington","1954-12-30",38.8948932,-77.0365529,"North America"
"The Secretary of State to Certain Diplomatic and Consular Offices1","Washington","1954-12-31",38.8948932,-77.0365529,"North America"
"466. Memorandum From the Deputy Under Secretary of State for Political Affairs (Murphy) to the Secretary of State2","Washington","1955-01-05",38.8948932,-77.0365529,"North America"
"2. Telegram From the Embassy in Japan to the Department of State1","Tokyo","1955-01-06",35.6828387,139.7594549,"Asia and Pacific"
"185. Memorandum on the Substance of Discussions at a Department of State–Joint Chiefs of Staff Meeting, Washington, January 14, 1955, 11:30 a.m.2","Washington","1955-01-14",38.8948932,-77.0365529,"North America"
"79. Telegram From the Embassy in Indonesia to the Department of State2","Jakarta","1955-01-19",-6.1753942,106.827183,"Asia and Pacific"
"80. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-01-19",-6.1753942,106.827183,"Asia and Pacific"
"8. Telegram From the Department of State to the Embassy in Israel1","Washington","1955-01-19",38.8948932,-77.0365529,"North America"
"23. Memorandum of Discussion at the 232d Meeting of the National Security Council, Washington, January 20, 19551","Washington","1955-01-20",38.8948932,-77.0365529,"North America"
"82. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-01-20",-6.1753942,106.827183,"Asia and Pacific"
"83. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-01-20",-6.1753942,106.827183,"Asia and Pacific"
"7. National Security Council Report1","Washington","1955-01-24",38.8948932,-77.0365529,"North America"
"84. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Under Secretary of State (Hoover)1","Washington","1955-01-25",38.8948932,-77.0365529,"North America"
"9. Memorandum of a Conversation, Department of State, Washington, January 28, 19551","Washington","1955-01-28",38.8948932,-77.0365529,"North America"
"71. Letter From the President to the Supreme Allied Commander, Europe (Gruenther)1","Washington","1955-02-01",38.8948932,-77.0365529,"North America"
"1. Memorandum of a Conversation, Department of State, Washington, February 1, 19551","Washington","1955-02-01",38.8948932,-77.0365529,"North America"
"86. Telegram From the Ambassador in the Soviet Union (Bohlen) to the Department of State1","Moscow","1955-02-05",55.7504461,37.6174943,"Asia and Pacific"
"85. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-02-08",-6.1753942,106.827183,"Asia and Pacific"
"104. Letter From President Eisenhower to Prime Minister Churchill1","Washington","1955-02-10",38.8948932,-77.0365529,"North America"
"2. Report of the NSC 1290–d Working Group1","Washington","1955-02-16",38.8948932,-77.0365529,"North America"
"86. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-02-21",-6.1753942,106.827183,"Asia and Pacific"
"18. Telegram From the Delegation at the SEATO Council Meeting to the Department of State1","Bangkok","1955-02-23",13.7542529,100.493087,"Asia and Pacific"
"87. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-02-25",-6.1753942,106.827183,"Asia and Pacific"
"88. National Intelligence Estimate1","Washington","1955-03-01",38.8948932,-77.0365529,"North America"
"50. Telegram From the Secretary of State to the Department of State1","Manila","1955-03-01",14.5906216,120.9799696,"Asia and Pacific"
"89. Memorandum of a Meeting of the OCB Working Group on NSC 171/1, OCB Conference Room, Washington, March 8, 1955, 10 a.m.1","Washington","1955-03-08",38.8948932,-77.0365529,"North America"
"24. Draft Report by the Acting Chairman of the Delegation to the Ninth Session of the General Agreement on Tariffs and Trade (Brown)1","Washington","1955-03-09",38.8948932,-77.0365529,"North America"
"13. Memorandum of Discussion at the 240th Meeting of the National Security Council, Washington, March 10, 19551","Washington","1955-03-10",38.8948932,-77.0365529,"North America"
"33. Memorandum of a Conversation, White House, Washington, March 14, 19551","Washington","1955-03-14",38.8948932,-77.0365529,"North America"
"154. Memorandum of a Conversation, Washington, March 14, 1955, 3:05 p.m.1","Washington","1955-03-14",38.8948932,-77.0365529,"North America"
"90. Memorandum of a Conversation, Department of State, Washington, March 15, 19551","Washington","1955-03-15",38.8948932,-77.0365529,"North America"
"34. Memorandum of a Conversation, Department of State, Washington, March 15, 1955, 3:05 p.m.1","Washington","1955-03-15",38.8948932,-77.0365529,"North America"
"36. Memorandum of a Conversation, Department of State, Washington, March 18, 19551","Washington","1955-03-18",38.8948932,-77.0365529,"North America"
"52. Telegram From the Department of State to the Embassy in Egypt1","Washington","1955-03-19",38.8948932,-77.0365529,"North America"
"29. Telegram From the Department of State to the Embassy in Turkey1","Washington","1955-03-26",38.8948932,-77.0365529,"North America"
"177. Letter From President Eisenhower to British Prime Minister Churchill1","Washington","1955-03-29",38.8948932,-77.0365529,"North America"
"178. Letter From President Eisenhower to Lewis W. Douglas1","Washington","1955-03-29",38.8948932,-77.0365529,"North America"
"91. Memorandum From the Assistant Secretary of State for European Affairs (Merchant) to the Deputy Under Secretary of State (Murphy)1","Washington","1955-04-05",38.8948932,-77.0365529,"North America"
"107. Memorandum of a Conversation Between the Director of the Office of Philippine and Southeast Asian Affairs (Young) and Senator Mike Mansfield, Department of State, Washington, April 8, 19551","Washington","1955-04-08",38.8948932,-77.0365529,"North America"
"92. Memorandum From the Officer in Charge of Indonesian and Pacific Island Affairs (Haring) to the Director of the Office of Philippine and Southeast Asian Affairs (Young)1","Washington","1955-04-11",38.8948932,-77.0365529,"North America"
"93. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-04-13",-6.1753942,106.827183,"Asia and Pacific"
"209. Telegram From the Ambassador in Indonesia (Cumming) to the Department of State1","Jakarta","1955-04-21",-6.1753942,106.827183,"Asia and Pacific"
"216. Telegram From the Ambassador in Indonesia (Cumming) to the Department of State1","Jakarta","1955-04-23",-6.1753942,106.827183,"Asia and Pacific"
"227. Telegram From the Ambassador in Indonesia (Cumming) to the Department of State1","Jakarta","1955-04-27",-6.1753942,106.827183,"Asia and Pacific"
"94. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-04-29",-6.1753942,106.827183,"Asia and Pacific"
"234. Telegram From the Ambassador in India (Cooper) to the Department of State1","New Delhi","1955-05-01",28.6141793,77.2022662,"Asia and Pacific"
"95. National Security Council Report1","Washington","1955-05-03",38.8948932,-77.0365529,"North America"
"96. Memorandum of a Conversation, Department of State, Washington, May 6, 19551","Washington","1955-05-06",38.8948932,-77.0365529,"North America"
"242. Memorandum of a Conversation, Department of State, Washington, May 6, 1955, 3:08 p.m.1","Washington","1955-05-06",38.8948932,-77.0365529,"North America"
"243. Memorandum of a Conversation, Department of State, Washington, May 6, 1955, 3:37 p.m.1","Washington","1955-05-06",38.8948932,-77.0365529,"North America"
"29. Memorandum of a Conversation Between the Adviser for Political and Security Affairs to the United States Mission at the United Nations (Armour) and the Guatemalan Representative at the United Nations (Arenales Catalan), New York, May 11, 19551","New York","1955-05-11",40.7127281,-74.0060152,"North America"
"52. Telegram From the Office of the Permanent Representative to the North Atlantic Council to the Department of State1","Paris","1955-05-11",48.8566101,2.3514992,"Europe"
"97. Memorandum of Discussion at the 248th Meeting of the National Security Council, Washington, May 12, 19551","Washington","1955-05-12",38.8948932,-77.0365529,"North America"
"98. Letter From the Ambassador in Indonesia (Cumming) to the Director of the Office of Philippine and Southeast Asian Affairs (Young)1","Jakarta","1955-05-20",-6.1753942,106.827183,"Asia and Pacific"
"55. Telegram From the Embassy in India to the Department of State1","New Delhi","1955-05-24",28.6141793,77.2022662,"Asia and Pacific"
"99. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-06-10",-6.1753942,106.827183,"Asia and Pacific"
"268. Memorandum of a Conversation, Department of State, Washington, June 13, 19551","Washington","1955-06-13",38.8948932,-77.0365529,"North America"
"443. Letter From the Director of the Office of Philippine and Southeast Asian Affairs (Young) to the Consul General in Singapore (Berry)1","Washington","1955-06-17",38.8948932,-77.0365529,"North America"
"100. Memorandum of a Conversation Between Secretary of State Dulles and Foreign Minister Luns, Mark Hopkins Hotel, San Francisco, June 23, 19551","San Francisco","1955-06-23",37.7792808,-122.4192363,"North America"
"112. Position Paper Prepared for the Geneva Summit Conference, July 18–23, 19551","Washington","1955-07-01",38.8948932,-77.0365529,"North America"
"101. Memorandum From the Director of the Office of Philippine and Southeast Asian Affairs (Young) to the Assistant Secretary of State for Far Eastern Affairs (Robertson)1","Washington","1955-07-01",38.8948932,-77.0365529,"North America"
"102. Telegram From the Department of State to the Embassy in Indonesia1","Washington","1955-07-13",38.8948932,-77.0365529,"North America"
"229. Telegram From the Acting Secretary of State to the Embassy in Vietnam1","Washington","1955-07-15",38.8948932,-77.0365529,"North America"
"113. Telegram From the Embassy in Ceylon to the Department of State1","Colombo","1955-07-22",6.9218124,79.8655608840961,"Asia and Pacific"
"103. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-07-24",-6.1753942,106.827183,"Asia and Pacific"
"259. Memorandum of Discussion at the 256th Meeting of the National Security Council, Washington, July 28, 19551","Washington","1955-07-28",38.8948932,-77.0365529,"North America"
"8. Instruction From the Department of State to Certain Diplomatic Missions1","Washington","1955-08-11",38.8948932,-77.0365529,"North America"
"104. Telegram From the Embassy in the Netherlands to the Department of State1","The Hague","1955-08-12",52.07494555,4.26968022053645,"Europe"
"105. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-08-16",-6.1753942,106.827183,"Asia and Pacific"
"106. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-08-16",-6.1753942,106.827183,"Asia and Pacific"
"107. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-08-16",-6.1753942,106.827183,"Asia and Pacific"
"108. Memorandum of a Conversation, Department of State, Washington, August 24, 19551","Washington","1955-08-24",38.8948932,-77.0365529,"North America"
"109. Memorandum of a Conversation, Department of State, Washington, August 29, 19551","Washington","1955-08-29",38.8948932,-77.0365529,"North America"
"6. Note From the Acting Executive Secretary of the National Security Council (Gleason) to Members of the Council1","Washington","1955-08-31",38.8948932,-77.0365529,"North America"
"190. Report Prepared by the National Security Council1","Washington","1955-08-31",38.8948932,-77.0365529,"North America"
"110. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-09-02",-6.1753942,106.827183,"Asia and Pacific"
"111. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-09-13",-6.1753942,106.827183,"Asia and Pacific"
"113. Memorandum of a Conversation, Department of State, Washington, September 14, 19551","Washington","1955-09-14",38.8948932,-77.0365529,"North America"
"12. Telegram From the Department of State to the Mission at the United Nations1","Washington","1955-09-16",38.8948932,-77.0365529,"North America"
"114. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Secretary of State1","Washington","1955-09-17",38.8948932,-77.0365529,"North America"
"115. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Under Secretary of State (Hoover)1","Washington","1955-09-20",38.8948932,-77.0365529,"North America"
"116. Telegram From the Department of State to the Embassy in Indonesia1","Washington","1955-09-23",38.8948932,-77.0365529,"North America"
"71. United States Minutes of the ANZUS Council Meeting, Department of State, Washington, September 24, 1955, 9:30 a.m.1","Washington","1955-09-24",38.8948932,-77.0365529,"North America"
"204. Memorandum From the Acting Deputy Assistant Secretary of State for Economic Affairs (Kalijarvi) to the Acting Secretary of State1","Washington","1955-09-27",38.8948932,-77.0365529,"North America"
"14. Telegram From the Mission at the United Nations to the Department of State1","New York","1955-09-30",40.7127281,-74.0060152,"North America"
"117. Memorandum of a Conversation, Department of State, Washington, October 3, 19551","Washington","1955-10-03",38.8948932,-77.0365529,"North America"
"261. Memorandum From the Director of the Office of Philippine and Southeast Asian Affairs (Young) to the Assistant Secretary of State for Far Eastern Affairs (Robertson)1","Washington","1955-10-05",38.8948932,-77.0365529,"North America"
"205. Brief of Staff Study on International Commodity Agreements Prepared by the Staff of the Council on Foreign Economic Policy1","Washington","1955-10-05",38.8948932,-77.0365529,"North America"
"72. Memorandum of a Conversation, Department of State, Washington, October 6, 19551","Washington","1955-10-06",38.8948932,-77.0365529,"North America"
"118. Memorandum of Discussion at the 260th Meeting of the National Security Council, Washington, October 6, 19551","Washington","1955-10-06",38.8948932,-77.0365529,"North America"
"66. Memorandum of Discussion at the 260th Meeting of the National Security Council, Washington, October 6, 1955, 10 a.m.1","Washington","1955-10-06",38.8948932,-77.0365529,"North America"
"119. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-10-07",-6.1753942,106.827183,"Asia and Pacific"
"17. Telegram From the Mission at the United Nations to the Department of State1","New York","1955-10-11",40.7127281,-74.0060152,"North America"
"18. Telegram From the Department of State to the Mission at the United Nations1","Washington","1955-10-12",38.8948932,-77.0365529,"North America"
"19. Minutes of the Eighth Meeting of the Delegation to the Tenth Session of the General Assembly, Mission Headquarters, New York, October 13, 1955, 9:30 a.m.1","New York","1955-10-13",40.7127281,-74.0060152,"North America"
"90. Telegram From the Embassy in Italy to the Department of State1","Rome","1955-10-23",41.894802,12.4853384,"Europe"
"120. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-10-27",-6.1753942,106.827183,"Asia and Pacific"
"121. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Acting Secretary of State1","Washington","1955-11-07",38.8948932,-77.0365529,"North America"
"8. Memorandum of Discussion at the 266th Meeting of the National Security Council, Washington, November 15, 19551","Washington","1955-11-15",38.8948932,-77.0365529,"North America"
"166. Telegram From the Mission at the United Nations to the Department of State1","New York","1955-11-16",40.7127281,-74.0060152,"North America"
"122. Telegram From the Department of State to the Embassy in Indonesia1","Washington","1955-11-23",38.8948932,-77.0365529,"North America"
"74. Telegram From the Commander in Chief, Pacific (Stump), to the Chief of Naval Operations (Carney)1","Honolulu","1955-11-24",21.304547,-157.8556764,"Asia and Pacific"
"123. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-11-30",-6.1753942,106.827183,"Asia and Pacific"
"124. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-12-05",-6.1753942,106.827183,"Asia and Pacific"
"53. Memorandum From the Deputy Assistant Secretary of State for Economic Affairs (Kalijarvi) to the Under Secretary of State (Hoover)1","Washington","1955-12-08",38.8948932,-77.0365529,"North America"
"54. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Under Secretary of State (Hoover)1","Washington","1955-12-08",38.8948932,-77.0365529,"North America"
"448. Staff Study Prepared by an Interdepartmental Committee for the Operations Coordinating Board1","Washington","1955-12-14",38.8948932,-77.0365529,"North America"
"138. Current Economic Developments1","Washington","1955-12-20",38.8948932,-77.0365529,"North America"
"126. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-12-20",-6.1753942,106.827183,"Asia and Pacific"
"127. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-12-20",-6.1753942,106.827183,"Asia and Pacific"
"128. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1955-12-21",-6.1753942,106.827183,"Asia and Pacific"
"129. Memorandum of Discussion at the 271st Meeting of the National Security Council, Washington, December 22, 19551","Washington","1955-12-22",38.8948932,-77.0365529,"North America"
"132. Memorandum From the Counselor (MacArthur) to the Secretary of State2","Washington","1955-12-23",38.8948932,-77.0365529,"North America"
"130. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Secretary of State1","Washington","1955-12-28",38.8948932,-77.0365529,"North America"
"131. Telegram From the Department of State to the Embassy in the Netherlands1","Washington","1955-12-30",38.8948932,-77.0365529,"North America"
"132. Memorandum From the Director of the Office of Philippine and Southeast Asian Affairs (Young) to the Assistant Secretary of State for Far Eastern Affairs (Robertson)1","Washington","1956-01-03",38.8948932,-77.0365529,"North America"
"126. National Intelligence Estimate1","Washington","1956-01-05",38.8948932,-77.0365529,"North America"
"133. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-01-06",-6.1753942,106.827183,"Asia and Pacific"
"22. Telegram From the Embassy in Burma to the Department of State1","Rangoon","1956-01-06",16.7967129,96.1609916,"Asia and Pacific"
"134. Telegram From the Department of State to the Embassy in Indonesia1","Washington","1956-01-23",38.8948932,-77.0365529,"North America"
"80. Minutes of a United States–United Kingdom Foreign Ministers Meeting, Department of State, Washington, January 31, 1956, 10:30 a.m.–12:30 p.m.1","Washington","1956-01-31",38.8948932,-77.0365529,"North America"
"93. Memorandum of a Conversation, Department of State, Washington, January 31, 1956, 10:30 a.m.–12:30 p.m.1","Washington","1956-01-31",38.8948932,-77.0365529,"North America"
"81. Draft Memorandum by the Officer in Charge of Australia and New Zealand Affairs (Kavanaugh)1","Washington","1956-02-06",38.8948932,-77.0365529,"North America"
"22. Draft Report Prepared by Lincoln Bloomfield, Special Assistant to the Assistant Secretary of State for International Organization Affairs1","Washington","1956-02-09",38.8948932,-77.0365529,"North America"
"89. Memorandum of a Conversation With the President. White House, Washington, February 10, 19561","Washington","1956-02-10",38.8948932,-77.0365529,"North America"
"453. Memorandum of a Conversation, Department of State, Washington, February 14, 19561","Washington","1956-02-14",38.8948932,-77.0365529,"North America"
"137. Memorandum From the Director of the Office of Philippine and Southeast Asian Affairs (Young) to the Assistant Secretary of State for Far Eastern Affairs (Robertson)1","Washington","1956-02-17",38.8948932,-77.0365529,"North America"
"26. Telegram From the Embassy in Burma to the Department of State1","Rangoon","1956-02-18",16.7967129,96.1609916,"Asia and Pacific"
"138. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-02-20",-6.1753942,106.827183,"Asia and Pacific"
"139. Telegram From the Department of State to the Embassy in Indonesia1","Washington","1956-02-25",38.8948932,-77.0365529,"North America"
"140. Memorandum From the Secretary of State to the President1","Washington","1956-02-27",38.8948932,-77.0365529,"North America"
"487. Memorandum of a Conversation Between the Thai Ambassador (Pote Sarasin) and the Deputy Assistant Secretary of State for Far Eastern Affairs (Sebald), Department of State, Washington, March 6, 19561","Washington","1956-03-06",38.8948932,-77.0365529,"North America"
"88. Telegram From the Delegation at the SEATO Council Meeting to the Department of State1","Karachi","1956-03-07",25.1446897,67.1847767315734,"Asia and Pacific"
"141. Telegram From the Department of State to the Embassy in India1","Washington","1956-03-09",38.8948932,-77.0365529,"North America"
"142. Telegram From the Department of State to the Embassy in Indonesia1","Washington","1956-03-10",38.8948932,-77.0365529,"North America"
"143. Telegram From the Secretary of State to the Department of State1","Bangkok","1956-03-13",13.7542529,100.493087,"Asia and Pacific"
"144. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-03-14",-6.1753942,106.827183,"Asia and Pacific"
"126. Telegram From the Department of State to the Embassy in China1","Washington","1956-03-15",38.8948932,-77.0365529,"North America"
"145. Memorandum of a Conversation, Department of State, Washington, March 16, 19561","Washington","1956-03-16",38.8948932,-77.0365529,"North America"
"158. Memorandum of a Conversation, Taipei, March 16, 1956, 4:30 p.m.1","Taipei","1956-03-16",25.0375198,121.5636796,"Asia and Pacific"
"354. Telegram From the Department of State to the Embassy in Iran1","Washington","1956-03-16",38.8948932,-77.0365529,"North America"
"70. Memorandum of a Conversation, Tokyo, March 18, 19561","Tokyo","1956-03-18",35.6828387,139.7594549,"Asia and Pacific"
"492. Telegram From the Embassy in Thailand to the Department of State1","Bangkok","1956-03-22",13.7542529,100.493087,"Asia and Pacific"
"100. Minutes of a Cabinet Meeting, White House, Washington, March 23, 1956, 9-11:40 a.m.1","Washington","1956-03-23",38.8948932,-77.0365529,"North America"
"147. Telegram From the Embassy in the Netherlands to the Department of State1","The Hague","1956-03-27",52.07494555,4.26968022053645,"Europe"
"214. Memorandum From the Director of the Office of International Trade and Resources (Thibodeaux) to the Assistant Secretary of State for Policy Planning (Bowie)1","Washington","1956-03-30",38.8948932,-77.0365529,"North America"
"148. Memorandum of a Conversation, Department of State, Washington, April 2, 19561","Washington","1956-04-02",38.8948932,-77.0365529,"North America"
"33. Telegram From the Embassy in Burma to the Department of State1","Rangoon","1956-04-02",16.7967129,96.1609916,"Asia and Pacific"
"458. Memorandum of a Conversation, Department of State, Washington, April 4, 19561","Washington","1956-04-04",38.8948932,-77.0365529,"North America"
"171. Memorandum of a Conversation Between the Greek Ambassador (Melas) and Secretary of State Dulles, Department of State, Washington, April 5, 19561","Washington","1956-04-05",38.8948932,-77.0365529,"North America"
"106. Memorandum of Discussion at the 281st Meeting of the National Security Council, Washington, April 5, 19561","Washington","1956-04-05",38.8948932,-77.0365529,"North America"
"59. Memorandum of a Discussion at the 281st Meeting of the National Security Council, Washington, April 5, 19561","Washington","1956-04-05",38.8948932,-77.0365529,"North America"
"350. Despatch From the Embassy in Laos to the Department of State1","Vientiane","1956-04-06",17.9640988,102.6133707,"Asia and Pacific"
"150. Telegram From the Embassy in the Netherlands to the Department of State1","The Hague","1956-04-07",52.07494555,4.26968022053645,"Europe"
"233. Memorandum From the Director of the Office of Southeast Asian Affairs (Young) to the Assistant Secretary of State for Far Eastern Affairs (Robertson1","Washington","1956-04-14",38.8948932,-77.0365529,"North America"
"493. Letter From the Assistant Secretary of State for Far Eastern Affairs (Robertson) to the Ambassador in Thailand (Bishop)1","Washington","1956-04-18",38.8948932,-77.0365529,"North America"
"151. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-04-18",-6.1753942,106.827183,"Asia and Pacific"
"152. Memorandum From the Deputy Assistant Secretary of State for Far Eastern Affairs (Sebald) to the Assistant Secretary of State for European Affairs (Merchant)1","Washington","1956-04-25",38.8948932,-77.0365529,"North America"
"321. Letter From the Deputy Under Secretary of State (Murphy) to the Secretary of Defense (Wilson)1","Washington","1956-05-01",38.8948932,-77.0365529,"North America"
"153. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-05-01",-6.1753942,106.827183,"Asia and Pacific"
"154. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-05-04",-6.1753942,106.827183,"Asia and Pacific"
"155. Telegram From the Embassy in Indonesia to the Department of State1","Jakarta","1956-05-11",-6.1753942,106.827183,"Asia and Pacific"
"156. Memorandum of a Conversation, Department of State, Washington, May 11, 19561","Washington","1956-05-11",38.8948932,-77.0365529,"North America"
"157. Memorandum From the Secretary of State to the President1","Washington","1956-05-14",38.8948932,-77.0365529,"North America"
